SENSOR ID,DATE TIME,VALUE STANDARDIZED
104,2020-07-01 06:36:58,99.99
109,2020-07-01 06:36:58,-13.88
105,2020-07-01 06:36:58,-13.55
106,2020-07-01 06:36:58,-13.00
107,2020-07-01 06:36:58,-14.44
108,2020-07-01 06:36:58,-13.11
110,2020-07-01 06:36:58,99.99
111,2020-07-01 06:36:58,-13.22
112,2020-07-01 06:36:58,-15.99
113,2020-07-01 06:36:58,-13.44
114,2020-07-01 06:36:58,99.99
115,2020-07-01 06:36:58,-14.55
116,2020-07-01 06:36:58,-12.11
117,2020-07-01 06:36:58,-13.11
118,2020-07-01 06:36:58,-14.33
101,2020-07-01 06:39:20,-15.66
102,2020-07-01 06:39:20,-13.44
103,2020-07-01 06:39:20,-13.33
104,2020-07-01 06:39:20,99.99
109,2020-07-01 06:39:20,-13.44
105,2020-07-01 06:39:20,-13.11
106,2020-07-01 06:39:20,-14.55
107,2020-07-01 06:39:20,-14.33
110,2020-07-01 06:39:20,99.99
111,2020-07-01 06:39:20,-13.00
112,2020-07-01 06:39:20,-15.22
113,2020-07-01 06:39:20,-13.11
108,2020-07-01 06:39:20,-14.99
114,2020-07-01 06:39:20,99.99
115,2020-07-01 06:39:20,-14.00
116,2020-07-01 06:39:20,-13.77
117,2020-07-01 06:39:20,-14.88
118,2020-07-01 06:39:20,-15.88
102,2020-07-01 06:40:51,-13.11
103,2020-07-01 06:40:51,-14.99
101,2020-07-01 06:40:51,-16.99
104,2020-07-01 06:40:51,99.99
109,2020-07-01 06:40:51,-13.11
105,2020-07-01 06:40:51,-14.88
106,2020-07-01 06:40:51,-14.11
107,2020-07-01 06:40:51,-14.33
108,2020-07-01 06:40:51,99.99
110,2020-07-01 06:40:51,99.99
111,2020-07-01 06:40:51,-14.88
112,2020-07-01 06:40:51,-16.99
113,2020-07-01 06:40:51,-14.88
114,2020-07-01 06:40:51,99.99
115,2020-07-01 06:40:51,-15.77
116,2020-07-01 06:40:51,-13.44
117,2020-07-01 06:40:51,-14.55
118,2020-07-01 06:40:51,-15.44
101,2020-07-01 06:42:21,-16.44
102,2020-07-01 06:42:21,-14.99
103,2020-07-01 06:42:21,-14.77
104,2020-07-01 06:42:21,99.99
109,2020-07-01 06:42:21,-14.99
105,2020-07-01 06:42:21,-14.44
106,2020-07-01 06:42:21,-15.88
107,2020-07-01 06:42:21,-14.11
108,2020-07-01 06:42:21,99.99
110,2020-07-01 06:42:21,99.99
111,2020-07-01 06:42:21,-14.55
112,2020-07-01 06:42:21,-16.55
113,2020-07-01 06:42:21,-14.55
114,2020-07-01 06:42:21,99.99
115,2020-07-01 06:42:21,-15.44
116,2020-07-01 06:42:21,-13.00
117,2020-07-01 06:42:21,-14.22
118,2020-07-01 06:42:21,-15.33
101,2020-07-01 06:44:20,-16.00
102,2020-07-01 06:44:20,-14.55
103,2020-07-01 06:44:20,-14.44
104,2020-07-01 06:44:20,99.99
105,2020-07-01 06:44:20,-14.22
106,2020-07-01 06:44:20,-15.44
107,2020-07-01 06:44:20,-15.99
108,2020-07-01 06:44:20,99.99
109,2020-07-01 06:44:20,-14.33
110,2020-07-01 06:44:20,99.99
111,2020-07-01 06:44:20,-14.22
112,2020-07-01 06:44:20,-17.99
116,2020-07-01 06:44:20,-14.44
117,2020-07-01 06:44:20,-15.88
113,2020-07-01 06:44:20,-14.11
114,2020-07-01 06:44:20,99.99
115,2020-07-01 06:44:20,-16.99
118,2020-07-01 06:44:20,-16.66
101,2020-07-01 06:46:16,-17.66
102,2020-07-01 06:46:16,-14.11
103,2020-07-01 06:46:16,-15.99
104,2020-07-01 06:46:16,99.99
109,2020-07-01 06:46:16,-15.99
105,2020-07-01 06:46:16,-15.99
106,2020-07-01 06:46:16,-16.99
107,2020-07-01 06:46:16,-15.88
108,2020-07-01 06:46:16,99.99
110,2020-07-01 06:46:16,99.99
111,2020-07-01 06:46:16,-15.99
112,2020-07-01 06:46:16,-17.55
113,2020-07-01 06:46:16,-15.88
114,2020-07-01 06:46:16,99.99
115,2020-07-01 06:46:16,-16.55
116,2020-07-01 06:46:16,-14.00
117,2020-07-01 06:46:16,-15.44
118,2020-07-01 06:46:16,-16.33
101,2020-07-01 06:47:47,-17.22
102,2020-07-01 06:47:47,-15.99
103,2020-07-01 06:47:47,-15.88
104,2020-07-01 06:47:47,99.99
108,2020-07-01 06:47:47,99.99
105,2020-07-01 06:47:47,-15.66
106,2020-07-01 06:47:47,-16.66
107,2020-07-01 06:47:47,-15.66
110,2020-07-01 06:47:47,99.99
111,2020-07-01 06:47:47,-15.66
112,2020-07-01 06:47:47,-17.11
113,2020-07-01 06:47:47,-15.55
109,2020-07-01 06:47:47,-15.66
114,2020-07-01 06:47:47,99.99
115,2020-07-01 06:47:47,-16.22
116,2020-07-01 06:47:47,-15.66
117,2020-07-01 06:47:47,-15.11
118,2020-07-01 06:47:47,-17.99
101,2020-07-01 06:49:17,-18.88
102,2020-07-01 06:49:17,-15.66
103,2020-07-01 06:49:17,-15.44
104,2020-07-01 06:49:17,99.99
109,2020-07-01 06:49:17,-15.44
105,2020-07-01 06:49:17,-15.33
106,2020-07-01 06:49:17,-16.33
107,2020-07-01 06:49:17,-15.44
108,2020-07-01 06:49:17,99.99
110,2020-07-01 06:49:17,99.99
111,2020-07-01 06:49:17,-15.44
112,2020-07-01 06:49:17,-18.99
113,2020-07-01 06:49:17,-15.33
114,2020-07-01 06:49:17,99.99
115,2020-07-01 06:49:17,-17.99
116,2020-07-01 06:49:17,-15.44
117,2020-07-01 06:49:17,-16.99
118,2020-07-01 06:49:17,-17.77
101,2020-07-01 06:50:48,-18.44
103,2020-07-01 06:50:48,-15.33
102,2020-07-01 06:50:48,-15.44
104,2020-07-01 06:50:48,99.99
105,2020-07-01 06:50:48,-16.99
110,2020-07-01 06:50:48,99.99
106,2020-07-01 06:50:48,-16.00
107,2020-07-01 06:50:48,-15.33
108,2020-07-01 06:50:48,99.99
109,2020-07-01 06:50:48,-15.11
111,2020-07-01 06:50:48,-15.22
112,2020-07-01 06:50:48,-18.77
114,2020-07-01 06:50:48,99.99
113,2020-07-01 06:50:48,-15.00
115,2020-07-01 06:50:48,-17.88
116,2020-07-01 06:50:48,-15.11
117,2020-07-01 06:50:48,-16.66
118,2020-07-01 06:50:48,-17.55
101,2020-07-01 06:52:18,-18.11
102,2020-07-01 06:52:18,-15.11
103,2020-07-01 06:52:18,-15.11
104,2020-07-01 06:52:18,99.99
105,2020-07-01 06:52:18,-16.88
106,2020-07-01 06:52:18,-17.88
107,2020-07-01 06:52:18,-15.00
108,2020-07-01 06:52:18,99.99
109,2020-07-01 06:52:18,-16.88
112,2020-07-01 06:52:18,-18.44
110,2020-07-01 06:52:18,99.99
111,2020-07-01 06:52:18,-16.99
115,2020-07-01 06:52:18,-17.55
116,2020-07-01 06:52:18,-16.99
117,2020-07-01 06:52:18,-16.44
113,2020-07-01 06:52:18,-16.77
114,2020-07-01 06:52:18,99.99
118,2020-07-01 06:52:18,-17.33
101,2020-07-01 06:53:48,-19.99
102,2020-07-01 06:53:48,-16.99
103,2020-07-01 06:53:48,-16.88
104,2020-07-01 06:53:48,99.99
109,2020-07-01 06:53:48,-16.66
105,2020-07-01 06:53:48,-16.55
106,2020-07-01 06:53:48,-17.44
107,2020-07-01 06:53:48,-16.99
108,2020-07-01 06:53:48,99.99
110,2020-07-01 06:53:48,99.99
111,2020-07-01 06:53:48,-16.88
112,2020-07-01 06:53:48,-18.22
113,2020-07-01 06:53:48,-16.55
114,2020-07-01 06:53:48,99.99
115,2020-07-01 06:53:48,-17.33
116,2020-07-01 06:53:48,-16.66
117,2020-07-01 06:53:48,-16.11
118,2020-07-01 06:53:48,-17.11
101,2020-07-01 06:55:19,-19.66
102,2020-07-01 06:55:19,-16.66
103,2020-07-01 06:55:19,-16.66
104,2020-07-01 06:55:19,99.99
105,2020-07-01 06:55:19,-16.33
106,2020-07-01 06:55:19,-17.22
109,2020-07-01 06:55:19,-16.33
110,2020-07-01 06:55:19,99.99
111,2020-07-01 06:55:19,-16.44
107,2020-07-01 06:55:19,-16.77
108,2020-07-01 06:55:19,99.99
112,2020-07-01 06:55:19,-19.99
113,2020-07-01 06:55:19,-16.33
114,2020-07-01 06:55:19,99.99
115,2020-07-01 06:55:19,-17.11
116,2020-07-01 06:55:19,-16.33
117,2020-07-01 06:55:19,-17.88
118,2020-07-01 06:55:19,-18.88
101,2020-07-01 06:57:15,-18.00
102,2020-07-01 06:57:15,-16.77
103,2020-07-01 06:57:15,-16.99
104,2020-07-01 06:57:15,99.99
105,2020-07-01 06:57:15,-16.33
106,2020-07-01 06:57:15,-17.66
107,2020-07-01 06:57:15,-16.77
108,2020-07-01 06:57:15,99.99
111,2020-07-01 06:57:15,-16.66
109,2020-07-01 06:57:15,-16.55
110,2020-07-01 06:57:15,99.99
114,2020-07-01 06:57:15,99.99
115,2020-07-01 06:57:15,-17.44
116,2020-07-01 06:57:15,-16.88
112,2020-07-01 06:57:15,-18.33
113,2020-07-01 06:57:15,-16.44
117,2020-07-01 06:57:15,-16.11
118,2020-07-01 06:57:15,-18.99
101,2020-07-01 06:58:45,-18.33
102,2020-07-01 06:58:45,-15.11
103,2020-07-01 06:58:45,-15.33
104,2020-07-01 06:58:45,99.99
109,2020-07-01 06:58:45,-15.11
105,2020-07-01 06:58:45,-16.88
106,2020-07-01 06:58:45,-16.33
107,2020-07-01 06:58:45,-16.88
108,2020-07-01 06:58:45,99.99
110,2020-07-01 06:58:45,99.99
111,2020-07-01 06:58:45,-16.99
112,2020-07-01 06:58:45,-18.66
113,2020-07-01 06:58:45,-16.99
114,2020-07-01 06:58:45,99.99
115,2020-07-01 06:58:45,-17.88
116,2020-07-01 06:58:45,-15.44
117,2020-07-01 06:58:45,-16.66
118,2020-07-01 06:58:45,-17.33
101,2020-07-01 07:00:16,-18.66
102,2020-07-01 07:00:16,-15.33
103,2020-07-01 07:00:16,-15.66
104,2020-07-01 07:00:16,99.99
109,2020-07-01 07:00:16,-15.44
105,2020-07-01 07:00:16,-15.11
106,2020-07-01 07:00:16,-16.66
107,2020-07-01 07:00:16,-16.88
108,2020-07-01 07:00:16,99.99
110,2020-07-01 07:00:16,99.99
111,2020-07-01 07:00:16,-15.11
112,2020-07-01 07:00:16,-18.99
113,2020-07-01 07:00:16,-15.11
114,2020-07-01 07:00:16,99.99
115,2020-07-01 07:00:16,-16.11
116,2020-07-01 07:00:16,-15.88
117,2020-07-01 07:00:16,-16.99
118,2020-07-01 07:00:16,-17.77
101,2020-07-01 07:01:47,-17.11
102,2020-07-01 07:01:47,-15.22
103,2020-07-01 07:01:47,-15.66
104,2020-07-01 07:01:47,99.99
109,2020-07-01 07:01:47,-15.66
105,2020-07-01 07:01:47,-15.00
106,2020-07-01 07:01:47,-16.44
107,2020-07-01 07:01:47,-16.88
108,2020-07-01 07:01:47,99.99
110,2020-07-01 07:01:47,99.99
111,2020-07-01 07:01:47,-15.11
112,2020-07-01 07:01:47,-17.11
113,2020-07-01 07:01:47,-15.00
114,2020-07-01 07:01:47,99.99
115,2020-07-01 07:01:47,-16.11
116,2020-07-01 07:01:47,-15.66
117,2020-07-01 07:01:47,-16.88
118,2020-07-01 07:01:47,-17.88
101,2020-07-01 07:03:17,-18.66
104,2020-07-01 07:03:17,99.99
102,2020-07-01 07:03:17,-16.99
103,2020-07-01 07:03:17,-15.11
107,2020-07-01 07:03:17,-16.77
105,2020-07-01 07:03:17,-16.88
106,2020-07-01 07:03:17,-17.88
109,2020-07-01 07:03:17,-16.99
108,2020-07-01 07:03:17,99.99
110,2020-07-01 07:03:17,99.99
111,2020-07-01 07:03:17,-16.88
112,2020-07-01 07:03:17,-18.66
113,2020-07-01 07:03:17,-16.66
115,2020-07-01 07:03:17,-17.66
117,2020-07-01 07:03:17,-16.33
116,2020-07-01 07:03:17,-15.00
114,2020-07-01 07:03:17,99.99
118,2020-07-01 07:03:17,-17.66
101,2020-07-01 07:04:48,-18.33
102,2020-07-01 07:04:48,-16.55
103,2020-07-01 07:04:48,-16.77
104,2020-07-01 07:04:48,99.99
109,2020-07-01 07:04:48,-16.44
105,2020-07-01 07:04:48,-16.44
106,2020-07-01 07:04:48,-17.44
107,2020-07-01 07:04:48,-16.66
108,2020-07-01 07:04:48,99.99
110,2020-07-01 07:04:48,99.99
111,2020-07-01 07:04:48,-16.44
112,2020-07-01 07:04:48,-18.11
114,2020-07-01 07:04:48,99.99
115,2020-07-01 07:04:48,-17.22
116,2020-07-01 07:04:48,-16.66
117,2020-07-01 07:04:48,-17.99
113,2020-07-01 07:04:48,-16.11
118,2020-07-01 07:04:48,-17.11
101,2020-07-01 07:06:18,-18.11
102,2020-07-01 07:06:18,-16.55
103,2020-07-01 07:06:18,-16.88
104,2020-07-01 07:06:18,99.99
109,2020-07-01 07:06:18,-16.55
105,2020-07-01 07:06:18,-16.33
106,2020-07-01 07:06:18,-17.66
107,2020-07-01 07:06:18,-16.55
108,2020-07-01 07:06:18,99.99
110,2020-07-01 07:06:18,99.99
111,2020-07-01 07:06:18,-16.44
112,2020-07-01 07:06:18,-18.33
113,2020-07-01 07:06:18,-16.11
114,2020-07-01 07:06:18,99.99
115,2020-07-01 07:06:18,-17.44
116,2020-07-01 07:06:18,-16.66
117,2020-07-01 07:06:18,-16.00
118,2020-07-01 07:06:18,-17.11
101,2020-07-01 07:07:48,-18.44
102,2020-07-01 07:07:48,-16.88
103,2020-07-01 07:07:48,-15.22
104,2020-07-01 07:07:48,99.99
109,2020-07-01 07:07:48,-16.88
105,2020-07-01 07:07:48,-16.77
106,2020-07-01 07:07:48,-16.00
107,2020-07-01 07:07:48,-16.66
108,2020-07-01 07:07:48,99.99
110,2020-07-01 07:07:48,99.99
111,2020-07-01 07:07:48,-16.66
112,2020-07-01 07:07:48,-18.66
113,2020-07-01 07:07:48,-16.66
114,2020-07-01 07:07:48,99.99
115,2020-07-01 07:07:48,-17.77
116,2020-07-01 07:07:48,-15.22
117,2020-07-01 07:07:48,-16.44
118,2020-07-01 07:07:48,-17.22
101,2020-07-01 07:09:19,-18.66
107,2020-07-01 07:09:19,-16.66
102,2020-07-01 07:09:19,-15.00
104,2020-07-01 07:09:19,99.99
103,2020-07-01 07:09:19,-15.44
105,2020-07-01 07:09:19,-16.88
106,2020-07-01 07:09:19,-16.44
110,2020-07-01 07:09:19,99.99
111,2020-07-01 07:09:19,-16.88
112,2020-07-01 07:09:19,-18.88
108,2020-07-01 07:09:19,99.99
109,2020-07-01 07:09:19,-15.33
113,2020-07-01 07:09:19,-16.88
114,2020-07-01 07:09:19,99.99
115,2020-07-01 07:09:19,-16.00
116,2020-07-01 07:09:19,-15.66
117,2020-07-01 07:09:19,-16.66
118,2020-07-01 07:09:19,-17.55
101,2020-07-01 07:11:21,-18.88
102,2020-07-01 07:11:21,-15.33
103,2020-07-01 07:11:21,-15.88
104,2020-07-01 07:11:21,99.99
105,2020-07-01 07:11:21,-15.11
106,2020-07-01 07:11:21,-16.88
107,2020-07-01 07:11:21,-16.88
108,2020-07-01 07:11:21,99.99
109,2020-07-01 07:11:21,-15.66
113,2020-07-01 07:11:21,-15.11
110,2020-07-01 07:11:21,99.99
111,2020-07-01 07:11:21,-15.11
112,2020-07-01 07:11:21,-18.99
115,2020-07-01 07:11:21,-16.33
116,2020-07-01 07:11:21,-15.99
117,2020-07-01 07:11:21,-16.99
118,2020-07-01 07:11:21,-17.99
114,2020-07-01 07:11:21,99.99
101,2020-07-01 07:12:51,-17.00
103,2020-07-01 07:12:51,-15.88
102,2020-07-01 07:12:51,-15.44
104,2020-07-01 07:12:51,99.99
105,2020-07-01 07:12:51,-15.33
106,2020-07-01 07:12:51,-16.99
107,2020-07-01 07:12:51,-16.88
108,2020-07-01 07:12:51,99.99
109,2020-07-01 07:12:51,-15.99
110,2020-07-01 07:12:51,99.99
111,2020-07-01 07:12:51,-15.11
112,2020-07-01 07:12:51,-17.11
113,2020-07-01 07:12:51,-15.33
114,2020-07-01 07:12:51,99.99
115,2020-07-01 07:12:51,-16.44
116,2020-07-01 07:12:51,-14.22
117,2020-07-01 07:12:51,-15.11
118,2020-07-01 07:12:51,-17.99
101,2020-07-01 07:14:36,-17.11
102,2020-07-01 07:14:36,-15.55
103,2020-07-01 07:14:36,-14.00
104,2020-07-01 07:14:36,99.99
106,2020-07-01 07:14:36,-15.22
105,2020-07-01 07:14:36,-15.55
109,2020-07-01 07:14:36,-14.11
110,2020-07-01 07:14:36,99.99
107,2020-07-01 07:14:36,-16.99
108,2020-07-01 07:14:36,99.99
112,2020-07-01 07:14:36,-17.22
113,2020-07-01 07:14:36,-15.44
114,2020-07-01 07:14:36,99.99
115,2020-07-01 07:14:36,-16.55
111,2020-07-01 07:14:36,-15.33
116,2020-07-01 07:14:36,-14.44
117,2020-07-01 07:14:36,-15.33
118,2020-07-01 07:14:36,-16.22
101,2020-07-01 07:16:07,-17.33
102,2020-07-01 07:16:07,-15.66
103,2020-07-01 07:16:07,-14.11
105,2020-07-01 07:16:07,-15.66
106,2020-07-01 07:16:07,-15.33
108,2020-07-01 07:16:07,99.99
107,2020-07-01 07:16:07,-16.99
104,2020-07-01 07:16:07,99.99
109,2020-07-01 07:16:07,-14.44
110,2020-07-01 07:16:07,99.99
111,2020-07-01 07:16:07,-15.33
112,2020-07-01 07:16:07,-17.33
113,2020-07-01 07:16:07,-15.66
114,2020-07-01 07:16:07,99.99
115,2020-07-01 07:16:07,-16.66
116,2020-07-01 07:16:07,-14.66
117,2020-07-01 07:16:07,-15.44
118,2020-07-01 07:16:07,-16.33
101,2020-07-01 07:17:37,-17.44
102,2020-07-01 07:17:37,-15.88
103,2020-07-01 07:17:37,-14.33
104,2020-07-01 07:17:37,99.99
109,2020-07-01 07:17:37,-14.66
105,2020-07-01 07:17:37,-15.77
106,2020-07-01 07:17:37,-15.55
107,2020-07-01 07:17:37,-15.00
108,2020-07-01 07:17:37,99.99
110,2020-07-01 07:17:37,99.99
111,2020-07-01 07:17:37,-15.44
112,2020-07-01 07:17:37,-17.44
113,2020-07-01 07:17:37,-15.88
114,2020-07-01 07:17:37,99.99
115,2020-07-01 07:17:37,-16.66
116,2020-07-01 07:17:37,-14.88
117,2020-07-01 07:17:37,-15.55
118,2020-07-01 07:17:37,-16.44
101,2020-07-01 07:19:47,-17.66
102,2020-07-01 07:19:47,-15.99
103,2020-07-01 07:19:47,-14.55
104,2020-07-01 07:19:47,99.99
109,2020-07-01 07:19:47,-14.88
105,2020-07-01 07:19:47,-15.99
106,2020-07-01 07:19:47,-15.77
107,2020-07-01 07:19:47,-15.11
108,2020-07-01 07:19:47,99.99
110,2020-07-01 07:19:47,99.99
111,2020-07-01 07:19:47,-15.66
112,2020-07-01 07:19:47,-17.66
113,2020-07-01 07:19:47,-15.99
114,2020-07-01 07:19:47,99.99
115,2020-07-01 07:19:47,-16.88
116,2020-07-01 07:19:47,-14.99
117,2020-07-01 07:19:47,-15.77
118,2020-07-01 07:19:47,-16.66
101,2020-07-01 07:21:36,-17.77
102,2020-07-01 07:21:36,-14.11
103,2020-07-01 07:21:36,-14.77
104,2020-07-01 07:21:36,99.99
106,2020-07-01 07:21:36,-15.99
105,2020-07-01 07:21:36,-14.00
110,2020-07-01 07:21:36,99.99
111,2020-07-01 07:21:36,-15.88
107,2020-07-01 07:21:36,-15.11
108,2020-07-01 07:21:36,99.99
109,2020-07-01 07:21:36,-13.00
112,2020-07-01 07:21:36,-17.88
113,2020-07-01 07:21:36,-14.11
114,2020-07-01 07:21:36,99.99
115,2020-07-01 07:21:36,-16.99
117,2020-07-01 07:21:36,-15.99
118,2020-07-01 07:21:36,-16.77
116,2020-07-01 07:21:36,-13.22
101,2020-07-01 07:23:31,-17.99
102,2020-07-01 07:23:31,-14.22
103,2020-07-01 07:23:31,-14.99
105,2020-07-01 07:23:31,-14.11
107,2020-07-01 07:23:31,-15.33
104,2020-07-01 07:23:31,99.99
106,2020-07-01 07:23:31,-14.11
108,2020-07-01 07:23:31,99.99
109,2020-07-01 07:23:31,-13.22
111,2020-07-01 07:23:31,-14.00
113,2020-07-01 07:23:31,-14.33
112,2020-07-01 07:23:31,-17.99
115,2020-07-01 07:23:31,-15.00
116,2020-07-01 07:23:31,-13.44
110,2020-07-01 07:23:31,99.99
117,2020-07-01 07:23:31,-14.11
114,2020-07-01 07:23:31,99.99
118,2020-07-01 07:23:31,-16.88
101,2020-07-01 07:25:02,-16.00
102,2020-07-01 07:25:02,-14.33
103,2020-07-01 07:25:02,-13.00
104,2020-07-01 07:25:02,99.99
105,2020-07-01 07:25:02,-14.33
109,2020-07-01 07:25:02,-13.44
106,2020-07-01 07:25:02,-14.22
107,2020-07-01 07:25:02,-15.33
108,2020-07-01 07:25:02,99.99
110,2020-07-01 07:25:02,99.99
111,2020-07-01 07:25:02,-14.11
112,2020-07-01 07:25:02,-16.11
113,2020-07-01 07:25:02,-14.44
115,2020-07-01 07:25:02,-15.11
116,2020-07-01 07:25:02,-13.66
117,2020-07-01 07:25:02,-14.22
118,2020-07-01 07:25:02,-16.99
114,2020-07-01 07:25:02,99.99
101,2020-07-01 07:26:33,-16.11
102,2020-07-01 07:26:33,-14.44
103,2020-07-01 07:26:33,-13.11
104,2020-07-01 07:26:33,99.99
105,2020-07-01 07:26:33,-14.44
106,2020-07-01 07:26:33,-14.44
107,2020-07-01 07:26:33,-15.44
108,2020-07-01 07:26:33,99.99
110,2020-07-01 07:26:33,99.99
109,2020-07-01 07:26:33,-13.55
112,2020-07-01 07:26:33,-16.22
111,2020-07-01 07:26:33,-14.33
113,2020-07-01 07:26:33,-14.66
116,2020-07-01 07:26:33,-13.77
117,2020-07-01 07:26:33,-14.44
114,2020-07-01 07:26:33,99.99
115,2020-07-01 07:26:33,-15.22
118,2020-07-01 07:26:33,-15.11
101,2020-07-01 07:28:03,-16.22
102,2020-07-01 07:28:03,-14.55
103,2020-07-01 07:28:03,-13.33
104,2020-07-01 07:28:03,99.99
109,2020-07-01 07:28:03,-13.66
105,2020-07-01 07:28:03,-14.66
106,2020-07-01 07:28:03,-14.55
107,2020-07-01 07:28:03,-15.44
108,2020-07-01 07:28:03,99.99
110,2020-07-01 07:28:03,99.99
111,2020-07-01 07:28:03,-14.33
112,2020-07-01 07:28:03,-16.33
113,2020-07-01 07:28:03,-14.77
114,2020-07-01 07:28:03,99.99
115,2020-07-01 07:28:03,-15.33
116,2020-07-01 07:28:03,-13.99
117,2020-07-01 07:28:03,-14.55
118,2020-07-01 07:28:03,-15.11
101,2020-07-01 07:29:33,-16.33
102,2020-07-01 07:29:33,-14.66
103,2020-07-01 07:29:33,-13.44
104,2020-07-01 07:29:33,99.99
109,2020-07-01 07:29:33,-13.99
105,2020-07-01 07:29:33,-14.66
106,2020-07-01 07:29:33,-14.66
107,2020-07-01 07:29:33,-15.66
108,2020-07-01 07:29:33,99.99
110,2020-07-01 07:29:33,99.99
111,2020-07-01 07:29:33,-14.44
112,2020-07-01 07:29:33,-16.44
113,2020-07-01 07:29:33,-14.99
114,2020-07-01 07:29:33,99.99
115,2020-07-01 07:29:33,-15.44
116,2020-07-01 07:29:33,-12.00
117,2020-07-01 07:29:33,-14.66
118,2020-07-01 07:29:33,-15.33
102,2020-07-01 07:31:04,-14.88
103,2020-07-01 07:31:04,-13.55
101,2020-07-01 07:31:04,-16.44
104,2020-07-01 07:31:04,99.99
109,2020-07-01 07:31:04,-12.00
105,2020-07-01 07:31:04,-14.88
106,2020-07-01 07:31:04,-14.88
107,2020-07-01 07:31:04,-15.66
108,2020-07-01 07:31:04,99.99
110,2020-07-01 07:31:04,99.99
111,2020-07-01 07:31:04,-14.66
112,2020-07-01 07:31:04,-16.66
113,2020-07-01 07:31:04,-13.00
114,2020-07-01 07:31:04,99.99
115,2020-07-01 07:31:04,-15.66
116,2020-07-01 07:31:04,-12.22
117,2020-07-01 07:31:04,-14.88
118,2020-07-01 07:31:04,-15.44
101,2020-07-01 07:32:35,-16.66
102,2020-07-01 07:32:35,-14.99
103,2020-07-01 07:32:35,-13.66
104,2020-07-01 07:32:35,99.99
106,2020-07-01 07:32:35,-14.99
105,2020-07-01 07:32:35,-14.99
107,2020-07-01 07:32:35,-15.88
108,2020-07-01 07:32:35,99.99
113,2020-07-01 07:32:35,-13.11
109,2020-07-01 07:32:35,-12.22
110,2020-07-01 07:32:35,99.99
112,2020-07-01 07:32:35,-16.77
111,2020-07-01 07:32:35,-14.77
114,2020-07-01 07:32:35,99.99
115,2020-07-01 07:32:35,-15.77
116,2020-07-01 07:32:35,-12.44
118,2020-07-01 07:32:35,-15.55
117,2020-07-01 07:32:35,-14.99
101,2020-07-01 07:34:35,-16.66
102,2020-07-01 07:34:35,-13.00
103,2020-07-01 07:34:35,-13.88
104,2020-07-01 07:34:35,99.99
109,2020-07-01 07:34:35,-12.44
105,2020-07-01 07:34:35,-13.11
106,2020-07-01 07:34:35,-13.11
108,2020-07-01 07:34:35,99.99
110,2020-07-01 07:34:35,99.99
111,2020-07-01 07:34:35,-14.88
112,2020-07-01 07:34:35,-16.99
113,2020-07-01 07:34:35,-13.44
107,2020-07-01 07:34:35,-15.88
114,2020-07-01 07:34:35,99.99
115,2020-07-01 07:34:35,-15.88
116,2020-07-01 07:34:35,-12.66
117,2020-07-01 07:34:35,-13.11
118,2020-07-01 07:34:35,-15.77
102,2020-07-01 07:36:06,-13.11
101,2020-07-01 07:36:06,-16.88
103,2020-07-01 07:36:06,-13.99
104,2020-07-01 07:36:06,99.99
109,2020-07-01 07:36:06,-12.66
105,2020-07-01 07:36:06,-13.22
106,2020-07-01 07:36:06,-13.33
107,2020-07-01 07:36:06,-15.99
108,2020-07-01 07:36:06,99.99
110,2020-07-01 07:36:06,99.99
111,2020-07-01 07:36:06,-14.99
112,2020-07-01 07:36:06,-15.11
113,2020-07-01 07:36:06,-13.55
114,2020-07-01 07:36:06,99.99
115,2020-07-01 07:36:06,-15.99
116,2020-07-01 07:36:06,-12.77
117,2020-07-01 07:36:06,-13.33
118,2020-07-01 07:36:06,-15.88
101,2020-07-01 07:38:13,-16.99
102,2020-07-01 07:38:13,-13.33
103,2020-07-01 07:38:13,-12.11
104,2020-07-01 07:38:13,99.99
109,2020-07-01 07:38:13,-12.88
105,2020-07-01 07:38:13,-13.44
106,2020-07-01 07:38:13,-13.55
107,2020-07-01 07:38:13,-14.11
108,2020-07-01 07:38:13,99.99
110,2020-07-01 07:38:13,99.99
111,2020-07-01 07:38:13,-13.11
112,2020-07-01 07:38:13,-15.33
113,2020-07-01 07:38:13,-13.88
114,2020-07-01 07:38:13,99.99
115,2020-07-01 07:38:13,-14.11
116,2020-07-01 07:38:13,-12.99
117,2020-07-01 07:38:13,-13.44
118,2020-07-01 07:38:13,-15.99
101,2020-07-01 07:39:44,-15.11
102,2020-07-01 07:39:44,-13.44
103,2020-07-01 07:39:44,-12.22
104,2020-07-01 07:39:44,99.99
106,2020-07-01 07:39:44,-13.66
105,2020-07-01 07:39:44,-13.55
107,2020-07-01 07:39:44,-14.22
108,2020-07-01 07:39:44,99.99
109,2020-07-01 07:39:44,-12.99
110,2020-07-01 07:39:44,99.99
111,2020-07-01 07:39:44,-13.22
114,2020-07-01 07:39:44,99.99
113,2020-07-01 07:39:44,-13.99
112,2020-07-01 07:39:44,-15.44
117,2020-07-01 07:39:44,-13.66
118,2020-07-01 07:39:44,-14.11
115,2020-07-01 07:39:44,-14.33
116,2020-07-01 07:39:44,-11.11
101,2020-07-01 07:41:40,-15.22
102,2020-07-01 07:41:40,-13.66
103,2020-07-01 07:41:40,-12.44
104,2020-07-01 07:41:40,99.99
105,2020-07-01 07:41:40,-13.77
106,2020-07-01 07:41:40,-13.88
107,2020-07-01 07:41:40,-14.33
